,age,occupation_level,education_num,familiarity_FB,view_FB,interested_insurance,years_with_employer,hours_per_week,sex,demographic_characteristic,yearly_salary_estimate,capital_estimate,capital_evaluation,hours_band,marital_status_Divorced,marital_status_Married-AF-spouse,marital_status_Married-civ-spouse,marital_status_Married-spouse-absent,marital_status_Never-married,marital_status_Separated,marital_status_Widowed,workclass_?,workclass_Federal-gov,workclass_Local-gov,workclass_Private,workclass_Self-emp-inc,workclass_Self-emp-not-inc,workclass_State-gov,workclass_Without-pay
1893,66,8,13,8,8,0,8,40,0,146454,20170.0,1,5556,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1080,44,7,13,6,10,0,9,60,0,320984,28242.0,1,5178,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2278,54,2,12,10,9,0,6,40,0,175912,15705.0,1,914,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2438,54,1,12,5,3,1,0,20,1,96710,16838.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
13,32,4,16,6,9,0,0,50,0,205019,20141.64,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1924,25,2,12,6,8,0,1,40,0,282631,13652.4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1296,46,18,12,7,8,1,7,60,0,563883,128857.0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
171,37,11,13,5,5,0,12,42,0,29054,27094.0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
442,23,9,4,10,3,0,0,40,0,403107,21482.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1824,32,6,18,6,7,1,4,50,0,253354,20005.0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2568,31,6,5,8,2,0,0,40,0,407930,21611.28,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1887,43,11,13,2,3,0,20,55,0,172826,29267.0,1,7492,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2517,32,9,17,9,8,0,10,40,0,454508,29343.0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2271,34,2,12,1,2,0,5,50,0,111985,17024.0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2435,45,15,17,10,5,1,2,50,1,224474,64531.0,1,4934,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
470,26,4,12,6,1,0,0,40,0,108658,15034.8,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
69,27,1,12,4,9,0,4,40,0,213921,13040.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
643,42,9,17,9,8,1,10,45,0,162140,30085.0,1,7298,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
249,61,11,12,3,7,1,23,40,0,69867,35687.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1104,35,10,18,6,6,0,3,45,0,33975,25504.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2270,18,10,10,9,4,1,0,40,0,134935,31751.0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2205,38,14,14,9,6,1,14,40,0,31069,54537.0,1,4386,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2148,53,10,18,5,7,1,14,54,1,156843,26656.0,1,-1564,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
260,34,4,16,6,8,1,10,45,1,175413,14896.4,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1621,41,6,12,2,7,0,14,40,0,107306,15921.0,1,2174,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2681,55,4,5,9,3,0,19,60,0,189528,20249.0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
71,67,7,8,4,1,0,23,2,0,212759,18020.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1036,51,12,12,1,1,0,6,40,0,284329,39523.68,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1272,39,6,6,9,1,1,3,34,1,297847,18558.0,1,3411,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2644,42,11,14,2,3,0,4,40,0,121264,32713.16,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2668,46,3,13,6,4,0,0,40,0,155664,19191.84,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
732,48,6,14,3,7,1,15,40,0,167159,16159.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1711,65,10,5,4,9,0,3,50,1,27012,24208.92,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2177,36,11,12,4,6,0,7,84,0,295127,29888.5,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1216,31,7,14,1,4,0,2,40,1,168312,18743.16,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2248,34,5,12,3,4,0,1,45,0,345705,18545.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
571,52,15,21,6,5,0,17,60,0,289436,70345.72,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
545,26,1,17,3,2,0,6,40,0,208122,17783.28,1,1055,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
384,32,12,17,5,7,0,6,40,1,92003,34544.88,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1421,55,4,18,2,8,1,0,50,0,98361,21338.0,1,15024,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2430,39,8,12,5,8,1,3,50,0,144169,20587.0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1722,39,4,3,4,4,1,8,45,0,324420,16677.6,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1120,43,11,17,4,3,1,14,40,0,369468,31458.67,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1505,26,5,12,8,5,0,8,60,0,238768,15325.92,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1989,53,6,12,2,2,0,6,37,1,227602,19152.72,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
213,35,1,9,4,4,0,0,40,0,538583,21308.0,1,3674,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2188,61,1,6,5,7,0,8,20,0,355645,14132.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
375,33,12,13,8,1,1,7,40,1,118500,34392.0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
968,32,7,12,7,1,0,4,40,0,118161,18594.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1856,60,6,13,8,8,0,31,40,1,156889,20164.0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2001,35,12,14,8,7,0,7,50,0,178322,33779.0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1730,38,15,18,6,4,0,2,40,0,119741,66566.5,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1794,44,6,13,5,7,0,22,50,0,54611,16238.0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
40,24,5,17,4,7,1,0,50,0,172987,20568.0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
623,30,4,17,1,5,0,2,40,1,189620,15499.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2281,24,8,13,2,3,1,2,70,0,60783,23689.92,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
881,41,9,14,7,6,1,2,40,0,194636,23332.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1483,55,7,8,5,6,1,12,18,0,179715,17998.56,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2009,51,7,14,1,2,0,24,40,0,204322,22905.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1766,28,7,17,7,2,1,3,20,0,188711,17083.68,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1125,73,10,12,5,1,1,8,37,1,29778,24007.0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1997,32,6,17,9,3,1,4,50,1,222900,17705.0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
41,49,1,12,3,7,0,13,40,1,94638,16186.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
265,50,8,13,8,3,0,14,45,0,176609,18665.0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1840,53,12,13,2,9,0,9,40,0,166368,39553.4,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2258,35,8,17,7,1,1,6,40,0,174597,19498.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
841,54,1,13,1,3,1,0,35,1,166398,19495.0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
405,44,7,12,6,3,0,6,40,1,290521,28074.5,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1954,64,11,12,4,4,1,0,35,1,266080,29069.76,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2135,23,12,13,5,2,0,0,35,1,148751,30907.0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2673,49,8,14,9,6,1,2,35,1,165134,21389.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
753,62,6,17,9,6,0,18,48,1,291175,23495.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2321,67,11,12,7,9,0,10,3,0,150516,27785.88,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
2130,57,6,13,1,1,1,2,40,0,205708,18260.52,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
516,59,10,12,7,6,0,8,40,0,199713,27116.28,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1436,36,7,16,9,5,1,17,30,1,85272,23083.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1693,42,8,17,4,8,0,5,40,0,102606,26677.2,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2639,60,6,17,3,5,1,11,35,0,232618,24491.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1149,37,5,17,5,8,0,9,45,0,37238,24462.5,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1966,48,4,10,5,2,0,9,40,1,300168,19485.5,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2254,27,4,9,2,2,0,1,40,0,211570,18820.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2239,20,2,12,1,4,0,2,40,0,51816,16773.48,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
16,32,5,12,1,3,0,2,40,0,186824,18039.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1331,53,8,12,6,8,1,10,35,0,156877,26168.54,1,15024,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
215,25,3,13,2,7,1,2,42,0,159732,19467.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1861,35,6,9,8,4,0,1,40,0,103605,19311.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2362,42,12,17,4,7,1,1,50,1,142756,43277.0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
479,30,7,13,7,1,0,1,40,1,237903,23647.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
407,17,11,9,6,6,0,1,5,1,258872,30963.86,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
450,43,8,13,8,10,1,4,40,0,112131,25866.72,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
935,20,10,13,1,9,0,0,50,1,74631,31057.19,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1133,28,6,16,5,4,0,7,80,1,150296,22327.5,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2697,55,11,17,5,3,1,2,40,0,270859,36674.64,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2280,35,7,12,4,3,0,5,50,1,101387,17679.36,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
151,45,17,18,4,8,0,5,40,0,201080,100489.08,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
469,44,10,9,2,7,1,20,46,1,109339,33622.0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1152,63,8,3,4,6,0,11,30,1,795830,27603.48,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
564,43,12,13,4,5,1,6,60,0,154374,41668.0,1,15024,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2103,44,8,18,6,5,1,9,40,0,198282,25079.0,1,15024,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
349,46,2,4,10,4,0,12,45,1,214955,19126.8,1,-2339,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2318,46,11,17,2,3,0,22,45,0,238162,30222.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1435,58,3,10,1,2,0,0,52,1,211547,20604.0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1623,59,12,9,7,1,1,5,40,0,183606,42740.72,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1167,26,3,4,2,5,0,3,40,1,202203,17214.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1842,22,8,13,5,3,0,0,20,1,188569,25126.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1783,60,13,13,9,10,0,11,50,0,197553,46556.0,1,7688,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1265,47,11,13,9,5,0,8,40,1,115070,42777.5,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1641,22,8,12,8,8,0,1,40,1,202920,23316.5,1,7492,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
76,46,3,12,7,2,1,16,40,1,51618,15597.72,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2096,41,10,9,4,8,0,9,40,0,160837,27490.0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1707,45,15,17,2,2,1,11,55,0,112283,72076.5,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1049,58,12,13,4,7,0,3,40,0,169982,41783.16,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
781,19,10,12,6,4,0,0,30,1,376540,29880.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2211,46,8,12,2,4,1,2,40,1,62793,19081.68,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1181,55,9,13,8,2,0,4,24,0,121912,21969.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2537,33,8,17,2,7,1,8,40,0,79580,28162.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
37,48,8,16,9,6,1,5,40,0,265477,22185.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1219,53,12,13,1,4,1,7,40,1,225339,40290.0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
2006,35,6,13,1,7,0,6,40,1,170263,21651.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2276,34,3,13,7,3,0,4,40,0,193036,17799.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
44,53,10,12,3,8,0,12,38,0,144361,28987.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
694,34,8,18,1,4,0,7,40,0,73585,26561.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1907,24,1,12,9,6,0,1,45,0,109307,18892.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
581,20,6,13,1,4,0,0,20,0,130959,21492.24,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1682,32,17,17,6,7,1,0,45,0,298332,96834.96,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2594,33,10,12,6,5,1,0,40,1,262042,23777.0,1,-1138,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1624,32,4,12,9,3,1,1,49,0,205390,16452.0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
738,62,3,12,3,2,0,21,40,1,174355,14617.0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1024,50,7,12,2,4,1,7,40,0,293196,19084.0,1,7298,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
834,33,9,12,8,7,0,2,30,0,143653,27912.5,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
698,28,12,14,4,2,0,8,42,1,196690,39485.0,1,-1669,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1056,36,7,17,5,8,1,6,40,0,416745,17381.52,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
640,33,6,12,1,6,1,1,40,0,182556,21750.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2220,21,2,14,2,9,0,0,40,0,219835,17508.0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1910,44,16,12,9,5,1,5,38,1,145178,75302.15,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1393,75,20,17,2,7,0,6,16,1,111177,184135.0,1,25124,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
626,46,13,21,3,5,0,6,65,1,295566,39415.23,1,25236,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2023,42,4,17,1,5,0,8,45,0,220647,19987.5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1633,52,8,12,2,4,1,7,40,0,185407,20285.76,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1720,39,6,12,7,2,0,7,48,0,191807,17804.52,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1825,32,16,16,4,7,1,2,40,1,211699,71349.0,1,-1485,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2454,20,4,6,8,2,0,2,11,1,190231,19463.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1223,61,5,12,4,4,1,3,6,0,190997,17562.32,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1411,31,10,17,4,2,0,3,40,0,169104,31736.5,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1593,31,5,8,7,8,0,13,40,0,288419,15774.96,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
354,19,6,13,9,8,0,0,16,1,25429,18161.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2133,54,5,12,2,8,0,10,40,0,181132,16989.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
852,42,5,16,2,8,1,4,40,0,176286,21688.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
908,22,6,12,1,5,0,0,40,0,122346,22920.0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2020,22,4,13,3,6,0,3,40,1,218445,16178.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2404,61,8,6,2,3,0,4,40,0,197286,22115.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1732,21,2,13,9,6,1,2,40,1,124242,17958.0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
735,30,11,12,2,5,0,13,40,1,129227,34185.0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1775,30,8,12,10,5,0,3,55,0,111415,20169.96,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
630,18,8,9,4,9,0,1,25,0,208103,23811.5,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2035,38,6,12,3,6,0,9,40,0,105017,21013.46,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2633,27,7,17,5,10,1,2,42,0,169662,18345.46,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
938,53,7,17,4,8,1,8,40,0,263925,24019.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
874,45,15,12,1,8,1,1,40,0,318280,72970.0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2300,24,2,18,4,2,0,2,13,0,166851,15305.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
464,44,3,13,7,4,1,0,58,0,177905,15915.74,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2589,67,9,17,3,7,1,0,75,0,106175,25220.0,1,-2392,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1061,65,6,12,7,9,0,15,30,0,118779,16634.64,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2024,20,1,12,7,1,1,1,25,1,218343,17490.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
672,23,14,12,7,8,1,2,50,0,145111,54591.0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2614,43,8,12,7,8,0,3,35,0,180599,21385.22,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2320,39,16,18,5,5,1,5,52,0,315776,76781.5,1,8614,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2017,39,4,17,10,3,0,1,48,1,34028,21427.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1698,68,12,12,9,9,0,3,40,1,107910,40826.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1033,26,3,17,1,8,1,3,40,0,227332,14738.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2682,38,2,13,8,5,0,9,40,1,34996,19661.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
969,29,1,17,6,5,1,8,35,0,201954,15860.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1366,47,10,12,3,9,0,7,40,0,232628,33075.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2311,52,12,12,10,2,1,12,60,0,147629,35405.67,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1359,20,3,13,1,6,1,1,40,1,170800,20333.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
297,43,14,13,7,5,1,13,50,0,50356,51166.0,1,-1485,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
875,63,4,14,1,3,0,3,20,1,254907,19856.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
242,59,1,13,9,5,1,10,40,0,146013,17490.0,1,4064,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2341,31,13,14,3,6,1,3,40,0,124827,39762.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
536,60,3,5,4,4,0,19,40,1,51290,18984.7,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1091,29,2,12,4,5,0,2,40,1,236436,18760.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2125,25,6,12,9,1,1,2,40,0,122999,17903.64,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1264,31,7,17,3,10,1,9,40,1,127610,22615.2,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1806,28,3,12,1,6,0,1,70,0,246595,15356.88,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1003,41,14,13,5,7,0,10,45,0,154374,63291.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1932,75,10,8,5,3,1,22,70,1,101887,27922.0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1464,54,15,12,9,5,1,7,50,0,206369,80490.5,1,5178,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1669,44,13,18,6,7,0,2,60,1,55076,42706.08,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1328,32,13,13,6,1,0,6,48,0,402812,44155.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
91,48,8,16,3,5,1,24,40,1,171095,24612.69,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1532,43,14,18,5,2,1,9,40,0,201723,51057.0,1,-1902,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1690,23,10,17,7,7,0,0,35,0,22966,32675.5,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1906,47,7,4,5,1,0,11,40,1,185254,24955.44,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2473,22,7,13,4,9,0,1,40,0,238831,23977.0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
942,32,10,17,2,3,0,0,40,0,87643,29390.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1027,24,8,13,9,8,0,0,40,0,35633,21374.16,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1805,24,7,5,3,1,0,0,38,0,296045,19594.0,1,2635,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1076,61,12,18,5,9,0,9,40,0,113544,36788.42,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
385,29,1,12,7,9,0,1,40,0,188401,14578.87,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
731,47,10,12,3,8,0,9,50,0,191277,36496.5,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1506,43,14,17,10,6,0,3,60,0,176270,61714.0,1,7492,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2453,32,6,13,2,3,1,3,55,0,281437,17606.0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1015,19,11,13,8,7,0,1,20,1,194608,29629.5,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
894,31,12,12,4,5,1,4,16,0,162572,38375.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
474,57,3,3,4,4,0,32,30,1,190942,18315.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2181,42,16,17,7,6,1,4,50,0,293791,75996.84,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1327,37,13,18,4,5,1,7,60,0,175232,42978.0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2631,45,16,17,6,7,0,18,55,0,84790,95648.0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1454,36,5,16,8,1,0,3,21,1,200904,21145.56,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1617,28,11,17,5,2,0,6,40,0,186792,37202.41,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2465,56,9,12,3,8,0,16,25,0,656036,24715.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
